Timestamps (secs),zScore,Events
66318.06,2.3467157734914195,
66318.09331,2.18378043266003,
66318.12666,1.5607389747620002,
66318.16,1.9785838978011518,
66318.19331,1.542404658388454,
66318.22666,2.1488429646695506,
66318.26,2.5354079771509257,
66318.29331,2.8124166485245206,
66318.32666,1.9148155358942647,
66318.35997,1.9553315524409407,
66318.39331,2.1112349259734944,
66318.42666,1.5581882587620726,
66318.45997,1.810855551228724,
66318.49331,2.15753909691771,
66318.52666,1.9791929358505158,
66318.55997,1.8439356908516504,
66318.59331,1.8302871648595014,
66318.62662,2.0758196503033868,
66318.65997,1.6083731396790653,
66318.69331,2.4814135071559966,
66318.72662,1.8269209169226859,
66318.75997,2.4256493865596647,
66318.79331,1.6318122162356068,
66318.82662,1.8128229738968875,
66318.85997,1.930514786684988,
66318.89328,2.7738396640000578,
66318.92662,1.8502549659375285,
66318.95997,1.9128676508195341,
